DATAFLOW,LAST UPDATE,freq,incsrc,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FI,1998,20069,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FI,1999,23528,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FI,2000,20146,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FI,2001,20346,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,1995,6263,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,1996,7626,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,1997,5567,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,1998,8482,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,1999,9912,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,2000,10347,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,FR,2001,11302,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,1995,7280,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,1996,9236,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,1997,9251,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,1998,9949,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,1999,8937,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,2000,7186,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IE,2001,8060,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,1995,8371,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,1996,8326,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,1997,5657,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,1998,9501,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,1999,12697,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,2000,7165,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,IT,2001,7580,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,LU,1997,37192,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,LU,1998,33129,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,LU,1999,34934,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,LU,2000,42061,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,LU,2001,42046,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,1995,9385,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,1996,7110,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,1997,6682,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,1998,9939,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,1999,9479,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,2000,10298,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,NL,2001,8617,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,1995,5433,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,1996,8895,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,1997,8522,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,1998,5588,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,1999,7496,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,2000,12042,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,PT,2001,10345,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,1995,12351,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,1996,17979,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,1997,16982,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,1998,14648,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,1999,13208,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,2000,14141,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MED_E,PPS,UK,2001,16421,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,1995,18670,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,1996,19031,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,1997,12975,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,1998,14160,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,1999,15691,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,2000,13539,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,AT,2001,11999,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,1995,26771,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,1996,29398,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,1997,26590,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,1998,32329,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,1999,36051,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,2000,32169,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,BE,2001,37857,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,1995,16145,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,1996,23673,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,1997,21414,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,1998,17246,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,1999,17867,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,2000,20292,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,DE,2001,20179,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,1995,12523,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,1996,16024,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,1997,13399,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,1998,13794,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,1999,14921,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,2000,14895,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EA12,2001,15489,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,1995,6027,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,1996,5751,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,1997,6766,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,1998,8710,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,1999,11864,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,2000,10270,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EL,2001,9616,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,1995,9619,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,1996,12083,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,1997,9092,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,1998,8210,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,1999,6517,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,2000,9102,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,ES,2001,10871,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,1995,13427,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,1996,16594,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,1997,14375,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,1998,14352,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,1999,15720,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,2000,16216,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,EU15,2001,17277,e
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FI,1996,41799,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FI,1997,26347,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FI,1998,29642,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FI,1999,33380,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FI,2000,34934,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FI,2001,40688,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,1995,9706,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,1996,12013,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,1997,8802,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,1998,11474,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,1999,12318,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,2000,12220,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,FR,2001,12603,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,1995,9560,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,1996,12921,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,1997,11460,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,1998,13684,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,1999,25224,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,2000,12862,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IE,2001,14628,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,1995,10063,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,1996,11092,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,1997,7970,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,1998,11435,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,1999,14852,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,2000,10889,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,IT,2001,10366,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,LU,1997,49956,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,LU,1998,44732,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,LU,1999,47840,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,LU,2000,47265,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,LU,2001,54158,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,1995,17055,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,1996,11866,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,1997,14139,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,1998,15857,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,1999,14041,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,2000,14653,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,NL,2001,15578,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,1995,5357,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,1996,8789,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,1997,7786,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,1998,8074,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,1999,6713,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,2000,9730,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,PT,2001,12950,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,1995,16357,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,1996,18712,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,1997,15944,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,1998,16562,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,1999,17106,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,2000,22068,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,EUR,UK,2001,22662,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,1995,18371,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,1996,18231,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,1997,12668,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,1998,14226,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,1999,15798,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,2000,13539,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,AT,2001,11999,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,1995,26318,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,1996,28095,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,1997,25903,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,1998,32484,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,1999,36302,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,2000,32169,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,BE,2001,37857,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,1995,15887,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,1996,22679,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,1997,20907,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,1998,17321,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,1999,17988,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,2000,20292,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,DE,2001,20179,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,1995,5156,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,1996,5176,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,1997,6141,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,1998,8003,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,1999,11654,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,2000,9939,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,EL,2001,9616,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,1995,9187,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,1996,11838,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,1997,8784,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,1998,8185,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,1999,6548,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,2000,9102,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,ES,2001,10871,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FI,1996,40132,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FI,1997,25826,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FI,1998,29317,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FI,1999,33587,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FI,2000,34934,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FI,2001,40688,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,1995,9740,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,1996,11950,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,1997,8718,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,1998,11567,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,1999,12397,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,2000,12220,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,FR,2001,12603,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,1995,9633,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,1996,13380,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,1997,11546,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,1998,12988,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,1999,25182,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,2000,12862,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IE,2001,14628,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,1995,9953,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,1996,12202,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,1997,8063,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,1998,11394,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,1999,14909,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,2000,10889,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,IT,2001,10366,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,LU,1997,48667,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,LU,1998,44946,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,LU,1999,48173,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,LU,2000,47265,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,LU,2001,54158,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,1995,16704,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,1996,11302,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,1997,13729,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,1998,15908,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,1999,14142,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,2000,14653,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,NL,2001,15578,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,1995,5261,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,1996,8597,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,1997,7603,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,1998,7998,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,1999,6753,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,2000,9730,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,PT,2001,12950,u
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,1995,12691,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,1996,15508,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,1997,12975,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,1998,11466,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,1999,11571,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,2000,14537,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,NAC,UK,2001,13812,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,PPS,AT,1995,16966,
ESTAT:ILC_DI06(1.0),27/03/09 11:00:00,A,PRIV,MEI_E,PPS,AT,1996,16516,
