dates,values,% full,status,Max Storage,country
02/07/2021,2.5983,49.81,C,5.2164,HR
02/07/2021,16.7702,46.59,C,35.9915,CZ
02/07/2021,4.2573,42.23,C,10.08,DK
02/07/2021,63.887,49.73,C,128.4642,FR
02/07/2021,101.6886,41.95,C,242.3854,DE
02/07/2021,46.127,66.04,C,69.8514,HU
02/07/2021,131.0067,66.25,C,197.7337,IT
02/07/2021,11.5667,49.01,C,23.6,LV
02/07/2021,43.3559,29.77,C,145.6387,NL
02/07/2021,23.6005,65.95,C,35.7879,PL
02/07/2021,2.4688,69.15,C,3.57,PT
02/07/2021,11.5494,35.01,C,32.9906,RO
02/07/2021,21.373,50.23,C,42.5476,SK
02/07/2021,23.3021,68.04,C,34.248,ES
02/07/2021,0.0069,66.41,C,0.0104,SE
02/07/2021,537.9867,48.1,C,1118.4106,eu
01/07/2021,28.7485,30.11,C,95.4801,AT
01/07/2021,3.768,41.86,C,9.0013,BE
01/07/2021,1.7906,30.8,C,5.8135,BG
01/07/2021,2.5722,49.31,C,5.2164,HR
01/07/2021,16.6543,46.27,C,35.9915,CZ
01/07/2021,4.2334,42,C,10.08,DK
01/07/2021,63.47,49.41,C,128.4642,FR
01/07/2021,101.0884,41.71,C,242.3854,DE
01/07/2021,45.9936,65.84,C,69.8514,HU
01/07/2021,130.5156,66.01,C,197.7337,IT
01/07/2021,11.4393,48.47,C,23.6,LV
01/07/2021,43.0667,29.57,E,145.6387,NL
01/07/2021,23.4151,65.43,C,35.7879,PL
01/07/2021,2.4446,68.48,C,3.57,PT
01/07/2021,11.4112,34.59,C,32.9906,RO
01/07/2021,21.2182,49.87,C,42.5476,SK
01/07/2021,23.2639,67.93,C,34.248,ES
01/07/2021,0.0069,66.41,C,0.0104,SE
01/07/2021,535.1005,47.84,E,1118.4106,eu
30/06/2021,28.5186,29.87,C,95.4801,AT
30/06/2021,3.7505,41.67,C,9.0013,BE
30/06/2021,1.7653,30.36,C,5.8135,BG
30/06/2021,2.5514,48.91,C,5.2164,HR
30/06/2021,16.5323,45.93,C,35.9915,CZ
30/06/2021,4.2243,41.91,C,10.08,DK
30/06/2021,63.1283,49.14,C,128.4642,FR
30/06/2021,100.1848,41.36,C,242.2362,DE
30/06/2021,45.8488,65.64,C,69.8514,HU
30/06/2021,130.4168,65.96,C,197.7337,IT
30/06/2021,11.3144,47.94,C,23.6,LV
30/06/2021,42.7992,29.39,C,145.6387,NL
30/06/2021,23.2314,64.91,C,35.7879,PL
30/06/2021,2.4204,67.8,C,3.57,PT
30/06/2021,11.2826,34.2,C,32.9906,RO
30/06/2021,20.6374,48.5,C,42.5476,SK
30/06/2021,23.1971,67.73,C,34.248,ES
30/06/2021,0.0069,66.41,C,0.0104,SE
30/06/2021,531.8106,47.56,C,1118.2614,eu
29/06/2021,28.3823,29.73,C,95.4801,AT
29/06/2021,3.7306,41.45,C,9.0013,BE
29/06/2021,1.7439,30,C,5.8135,BG
29/06/2021,2.5277,48.46,C,5.2164,HR
29/06/2021,16.3847,45.52,C,35.9915,CZ
29/06/2021,4.2008,41.67,C,10.08,DK
29/06/2021,62.6229,48.75,C,128.4642,FR
29/06/2021,99.5261,41.09,C,242.2362,DE
29/06/2021,45.6318,65.33,C,69.8514,HU
29/06/2021,130.1876,65.84,C,197.7337,IT
29/06/2021,11.2041,47.47,C,23.6,LV
29/06/2021,42.4798,29.17,C,145.6387,NL
29/06/2021,23.0421,64.39,C,35.7879,PL
29/06/2021,2.4097,67.5,C,3.57,PT
29/06/2021,11.1674,33.85,C,32.9906,RO
29/06/2021,20.3858,47.91,C,42.5476,SK
29/06/2021,23.1345,67.55,C,34.248,ES
29/06/2021,0.0069,66.41,C,0.0104,SE
29/06/2021,528.7688,47.28,C,1118.2614,eu
28/06/2021,28.2956,29.64,C,95.4801,AT
28/06/2021,3.7268,41.4,C,9.0013,BE
28/06/2021,1.7439,30,C,5.8135,BG
28/06/2021,2.507,48.06,C,5.2164,HR
28/06/2021,16.233,45.1,C,35.9915,CZ
28/06/2021,4.1583,41.25,C,10.08,DK
28/06/2021,62.0311,48.29,C,128.4642,FR
28/06/2021,98.7603,40.77,C,242.2362,DE
28/06/2021,45.3805,64.97,C,69.8514,HU
28/06/2021,129.8043,65.65,C,197.7337,IT
28/06/2021,11.0994,47.03,C,23.6,LV
28/06/2021,42.1798,28.96,C,145.6387,NL
28/06/2021,22.8635,63.89,C,35.7879,PL
28/06/2021,2.409,67.48,C,3.57,PT
28/06/2021,11.0427,33.47,C,32.9906,RO
28/06/2021,20.2719,47.65,C,42.5476,SK
28/06/2021,23.0849,67.41,C,34.248,ES
28/06/2021,0.0069,66.41,C,0.0104,SE
28/06/2021,525.599,47,C,1118.2614,eu
27/06/2021,28.1956,29.53,C,95.4801,AT
27/06/2021,3.7043,41.15,C,9.0013,BE
27/06/2021,1.7488,30.08,C,5.8135,BG
27/06/2021,2.4889,47.71,C,5.2164,HR
27/06/2021,16.0638,44.63,C,35.9915,CZ
27/06/2021,4.1354,41.03,C,10.08,DK
27/06/2021,61.4052,47.8,C,128.4642,FR
27/06/2021,98.0377,40.47,C,242.2489,DE
27/06/2021,45.1535,64.64,C,69.8514,HU
27/06/2021,129.339,65.41,C,197.7337,IT
27/06/2021,10.979,46.52,C,23.6,LV
27/06/2021,41.8235,28.72,C,145.6387,NL
27/06/2021,22.6891,63.4,C,35.7879,PL
27/06/2021,2.3807,66.69,C,3.57,PT
27/06/2021,10.9896,33.31,C,32.9906,RO
27/06/2021,20.1129,47.27,C,42.5476,SK
27/06/2021,23.0308,67.25,C,34.248,ES
27/06/2021,0.0069,66.41,C,0.0104,SE
27/06/2021,522.2848,46.7,C,1118.2741,eu
26/06/2021,27.9205,29.24,C,95.4801,AT
26/06/2021,3.6636,40.7,C,9.0013,BE
26/06/2021,1.7727,30.49,C,5.8135,BG
26/06/2021,2.4704,47.36,C,5.2164,HR
26/06/2021,15.9285,44.26,C,35.9915,CZ
26/06/2021,4.1048,40.72,C,10.08,DK
26/06/2021,60.6957,47.25,C,128.4642,FR
26/06/2021,96.9869,40.04,C,242.2489,DE
26/06/2021,44.8965,64.27,C,69.8514,HU
26/06/2021,128.5998,65.04,C,197.7337,IT
26/06/2021,10.8425,45.94,C,23.6,LV
26/06/2021,41.3382,28.38,C,145.6387,NL
26/06/2021,22.4833,62.82,C,35.7879,PL
26/06/2021,2.3505,65.84,C,3.57,PT
26/06/2021,10.916,33.09,C,32.9906,RO
26/06/2021,19.9362,46.86,C,42.5476,SK
26/06/2021,22.9694,67.07,C,34.248,ES
26/06/2021,0.0069,66.41,C,0.0104,SE
26/06/2021,517.8823,46.31,C,1118.2741,eu
25/06/2021,27.649,28.96,C,95.4801,AT
25/06/2021,3.6541,40.6,C,9.0013,BE
25/06/2021,1.8021,31,C,5.8135,BG
25/06/2021,2.4472,46.91,C,5.2164,HR
25/06/2021,15.7927,43.88,C,35.9915,CZ
25/06/2021,4.0742,40.42,C,10.08,DK
25/06/2021,60.0521,46.75,C,128.4642,FR
25/06/2021,96.0596,39.65,C,242.2489,DE
25/06/2021,44.6413,63.91,C,69.8514,HU
25/06/2021,127.922,64.69,C,197.7337,IT
25/06/2021,10.7099,45.38,C,23.6,LV
25/06/2021,40.8369,28.04,C,145.6387,NL
25/06/2021,22.2793,62.25,C,35.7879,PL
25/06/2021,2.3227,65.06,C,3.57,PT
25/06/2021,10.8573,32.91,C,32.9906,RO
25/06/2021,19.7668,46.46,C,42.5476,SK
25/06/2021,22.9127,66.9,C,34.248,ES
25/06/2021,0.0069,66.41,C,0.0104,SE
25/06/2021,513.7869,45.94,C,1118.2741,eu
24/06/2021,27.5065,28.81,C,95.4801,AT
24/06/2021,3.6494,40.54,C,9.0013,BE
24/06/2021,1.8338,31.54,C,5.8135,BG
24/06/2021,2.429,46.56,C,5.2164,HR
24/06/2021,15.6661,43.53,C,35.9915,CZ
24/06/2021,4.0486,40.16,C,10.08,DK
24/06/2021,59.5995,46.39,C,128.4642,FR
24/06/2021,95.4252,39.39,C,242.2489,DE
24/06/2021,44.408,63.57,C,69.8514,HU
24/06/2021,127.5784,64.52,C,197.7337,IT
24/06/2021,10.584,44.85,C,23.6,LV
24/06/2021,40.4645,27.78,C,145.6387,NL
24/06/2021,22.0917,61.73,C,35.7879,PL
24/06/2021,2.3091,64.68,C,3.57,PT
24/06/2021,10.8199,32.8,C,32.9906,RO
24/06/2021,19.6294,46.14,C,42.5476,SK
24/06/2021,22.8754,66.79,C,34.248,ES
24/06/2021,0.0069,66.41,C,0.0104,SE
24/06/2021,510.9252,45.69,C,1118.2741,eu
23/06/2021,27.3885,28.69,C,95.4801,AT
23/06/2021,3.6426,40.47,C,9.0013,BE
23/06/2021,1.8655,32.09,C,5.8135,BG
23/06/2021,2.4043,46.09,C,5.2164,HR
23/06/2021,15.5626,43.24,C,35.9915,CZ
23/06/2021,4.0239,39.92,C,10.08,DK
23/06/2021,59.2896,46.15,C,128.4642,FR
23/06/2021,94.9394,39.19,C,242.2489,DE
23/06/2021,44.196,63.27,C,69.8514,HU
23/06/2021,127.3437,64.4,C,197.7337,IT
23/06/2021,10.4627,44.33,C,23.6,LV
23/06/2021,40.0439,27.5,C,145.6387,NL
23/06/2021,21.8947,61.18,C,35.7879,PL
23/06/2021,2.3091,64.68,C,3.57,PT
23/06/2021,10.7736,32.66,C,32.9906,RO
23/06/2021,19.5317,45.91,C,42.5476,SK
23/06/2021,22.8486,66.72,C,34.248,ES
23/06/2021,0.0069,66.41,C,0.0104,SE
23/06/2021,508.5273,45.47,C,1118.2741,eu
22/06/2021,27.2708,28.56,C,95.4801,AT
22/06/2021,3.6364,40.4,C,9.0013,BE
22/06/2021,1.8846,32.42,C,5.8135,BG
22/06/2021,2.3802,45.63,C,5.2164,HR
22/06/2021,15.4392,42.9,C,35.9915,CZ
22/06/2021,4.0125,39.81,C,10.08,DK
22/06/2021,59.0102,45.94,C,128.4642,FR
22/06/2021,94.4452,38.99,C,242.2489,DE
22/06/2021,44.0369,63.04,C,69.8514,HU
22/06/2021,127.1081,64.28,C,197.7337,IT
22/06/2021,10.3492,43.85,C,23.6,LV
22/06/2021,39.6971,27.26,C,145.6387,NL
22/06/2021,21.7487,60.77,C,35.7879,PL
22/06/2021,2.34,65.55,C,3.57,PT
22/06/2021,10.7288,32.52,C,32.9906,RO
22/06/2021,19.3982,45.59,C,42.5476,SK
22/06/2021,22.8176,66.62,C,34.248,ES
22/06/2021,0.0069,66.41,C,0.0104,SE
22/06/2021,506.3106,45.28,C,1118.2741,eu
21/06/2021,27.1602,28.45,C,95.4801,AT
21/06/2021,3.6208,40.23,C,9.0013,BE
21/06/2021,1.8846,32.42,C,5.8135,BG
21/06/2021,2.353,45.11,C,5.2164,HR
21/06/2021,15.2896,42.48,C,35.9915,CZ
21/06/2021,3.9895,39.58,C,10.08,DK
21/06/2021,58.7559,45.74,C,128.4642,FR
21/06/2021,94.0542,38.83,C,242.2489,DE
21/06/2021,43.8811,62.82,C,69.8514,HU
21/06/2021,126.7626,64.11,C,197.7337,IT
21/06/2021,10.2431,43.4,C,23.6,LV
21/06/2021,39.2994,26.98,C,145.6387,NL
21/06/2021,21.7085,60.66,C,35.7879,PL
21/06/2021,2.3709,66.41,C,3.57,PT
21/06/2021,10.6885,32.4,C,32.9906,RO
21/06/2021,19.2816,45.32,C,42.5476,SK
21/06/2021,22.7673,66.48,C,34.248,ES
21/06/2021,0.0069,66.36,C,0.0104,SE
21/06/2021,504.1175,45.08,C,1118.2741,eu
20/06/2021,26.9548,28.23,C,95.4801,AT
20/06/2021,3.5925,39.91,C,9.0013,BE
20/06/2021,1.8846,32.42,C,5.8135,BG
20/06/2021,2.324,44.55,C,5.2164,HR
20/06/2021,15.1499,42.09,C,35.9915,CZ
20/06/2021,3.9759,39.44,C,10.08,DK
20/06/2021,58.3664,45.43,C,128.4642,FR
20/06/2021,93.1095,38.43,C,242.2518,DE
20/06/2021,43.6845,62.54,C,69.8514,HU
20/06/2021,126.4448,63.95,C,197.7337,IT
20/06/2021,10.1192,42.88,C,23.6,LV
20/06/2021,38.9204,26.72,C,145.6387,NL
20/06/2021,21.5152,60.12,C,35.7879,PL
20/06/2021,2.3597,66.1,C,3.57,PT
20/06/2021,10.5412,31.95,C,32.9906,RO
20/06/2021,19.1342,44.97,C,42.5476,SK
20/06/2021,22.7175,66.33,C,34.248,ES
20/06/2021,0.0069,66.36,C,0.0104,SE
20/06/2021,500.8012,44.78,C,1118.277,eu
19/06/2021,26.5881,27.85,C,95.4801,AT
19/06/2021,3.5607,39.56,C,9.0013,BE
19/06/2021,1.8538,31.89,C,5.8135,BG
19/06/2021,2.3227,44.53,C,5.2164,HR
19/06/2021,14.9851,41.64,C,35.9915,CZ
19/06/2021,3.9427,39.11,C,10.08,DK
19/06/2021,57.8611,45.04,C,128.4642,FR
19/06/2021,92.0561,38,C,242.2518,DE
19/06/2021,43.4557,62.21,C,69.8514,HU
19/06/2021,125.7482,63.59,C,197.7337,IT
19/06/2021,9.987,42.32,C,23.6,LV
19/06/2021,38.4347,26.39,C,145.6387,NL
19/06/2021,21.2853,59.48,C,35.7879,PL
19/06/2021,2.3322,65.33,C,3.57,PT
19/06/2021,10.3615,31.41,C,32.9906,RO
19/06/2021,18.9256,44.48,C,42.5476,SK
19/06/2021,22.6722,66.2,C,34.248,ES
19/06/2021,0.0069,66.36,C,0.0104,SE
19/06/2021,496.3795,44.39,C,1118.277,eu
18/06/2021,26.2,27.44,C,95.4801,AT
18/06/2021,3.5302,39.22,C,9.0013,BE
18/06/2021,1.8214,31.33,C,5.8135,BG
18/06/2021,2.3223,44.52,C,5.2164,HR
18/06/2021,14.8216,41.18,C,35.9915,CZ
18/06/2021,3.9077,38.77,C,10.08,DK
18/06/2021,57.3627,44.65,C,128.4642,FR
18/06/2021,90.8961,37.52,C,242.2518,DE
18/06/2021,43.2243,61.88,C,69.8514,HU
18/06/2021,125.0847,63.26,C,197.7337,IT
18/06/2021,9.8571,41.77,C,23.6,LV
18/06/2021,37.9993,26.09,C,145.6387,NL
18/06/2021,21.073,58.88,C,35.7879,PL
18/06/2021,2.3118,64.76,C,3.57,PT
18/06/2021,10.2056,30.93,C,32.9906,RO
18/06/2021,18.7239,44.01,C,42.5476,SK
18/06/2021,22.6531,66.14,C,34.248,ES
18/06/2021,0.0069,66.36,C,0.0104,SE
18/06/2021,492.0017,44,C,1118.277,eu
17/06/2021,25.8441,27.07,C,95.4801,AT
17/06/2021,3.4744,38.6,C,9.0013,BE
17/06/2021,1.7889,30.77,C,5.8135,BG
17/06/2021,2.3218,44.51,C,5.2164,HR
17/06/2021,14.654,40.72,C,35.9915,CZ
17/06/2021,3.8765,38.46,C,10.08,DK
17/06/2021,56.8348,44.24,C,128.4642,FR
17/06/2021,89.9978,37.15,C,242.2518,DE
17/06/2021,43.0593,61.64,C,69.8514,HU
17/06/2021,124.5229,62.98,C,197.7337,IT
17/06/2021,9.7245,41.21,C,23.6,LV
17/06/2021,37.5913,25.81,C,145.6387,NL
17/06/2021,20.8833,58.35,C,35.7879,PL
17/06/2021,2.3395,65.53,C,3.57,PT
17/06/2021,10.0788,30.55,C,32.9906,RO
17/06/2021,18.5755,43.66,C,42.5476,SK
17/06/2021,22.6323,66.08,C,34.248,ES
17/06/2021,0.0069,66.36,C,0.0104,SE
17/06/2021,488.2067,43.66,C,1118.277,eu
16/06/2021,25.5152,26.72,C,95.4801,AT
16/06/2021,3.4449,38.27,C,9.0013,BE
16/06/2021,1.7569,30.22,C,5.8135,BG
16/06/2021,2.3218,44.51,C,5.2164,HR
16/06/2021,14.4863,40.25,C,35.9915,CZ
16/06/2021,3.8587,38.28,C,10.08,DK
16/06/2021,56.7286,44.16,C,128.4642,FR
16/06/2021,89.2296,36.83,C,242.2518,DE
16/06/2021,42.8901,61.4,C,69.8514,HU
16/06/2021,124.033,62.73,C,197.7337,IT
16/06/2021,9.5988,40.67,C,23.6,LV
16/06/2021,37.2446,25.57,C,145.6387,NL
16/06/2021,20.6964,57.83,C,35.7879,PL
16/06/2021,2.3395,65.53,C,3.57,PT
16/06/2021,9.9494,30.16,C,32.9906,RO
16/06/2021,18.4317,43.32,C,42.5476,SK
16/06/2021,22.6111,66.02,C,34.248,ES
16/06/2021,0.0069,66.36,C,0.0104,SE
16/06/2021,485.1436,43.38,C,1118.277,eu
15/06/2021,25.2868,26.48,C,95.4801,AT
15/06/2021,3.4104,37.89,C,9.0013,BE
15/06/2021,1.7257,29.68,C,5.8135,BG
15/06/2021,2.3176,44.43,C,5.2164,HR
15/06/2021,14.3336,39.83,C,35.9915,CZ
15/06/2021,3.8382,38.08,C,10.08,DK
15/06/2021,56.3921,43.9,C,128.4642,FR
15/06/2021,88.6858,36.61,C,242.2518,DE
15/06/2021,42.7213,61.16,C,69.8514,HU
15/06/2021,123.5143,62.46,C,197.7337,IT
15/06/2021,9.476,40.15,C,23.6,LV
15/06/2021,36.7761,25.25,C,145.6387,NL
15/06/2021,20.5082,57.3,C,35.7879,PL
15/06/2021,2.3841,66.78,C,3.57,PT
15/06/2021,9.8219,29.77,C,32.9906,RO
15/06/2021,18.2714,42.94,C,42.5476,SK
15/06/2021,22.575,65.92,C,34.248,ES
15/06/2021,0.0069,66.36,C,0.0104,SE
15/06/2021,482.0453,43.11,C,1118.277,eu
14/06/2021,25.0474,26.23,C,95.4801,AT
14/06/2021,3.356,37.28,C,9.0013,BE
14/06/2021,1.6944,29.15,C,5.8135,BG
14/06/2021,2.297,44.03,C,5.2164,HR
14/06/2021,14.1694,39.37,C,35.9915,CZ
14/06/2021,3.8378,38.07,C,10.08,DK
14/06/2021,56.0092,43.6,C,128.4642,FR
14/06/2021,88.2064,36.41,C,242.2518,DE
14/06/2021,42.5276,60.88,C,69.8514,HU
14/06/2021,122.9021,62.16,C,197.7337,IT
14/06/2021,9.3477,39.61,C,23.6,LV
14/06/2021,36.3628,24.97,C,145.6387,NL
14/06/2021,20.3235,56.79,C,35.7879,PL
14/06/2021,2.4232,67.88,C,3.57,PT
14/06/2021,9.7032,29.41,C,32.9906,RO
14/06/2021,18.0927,42.52,C,42.5476,SK
14/06/2021,22.5025,65.7,C,34.248,ES
14/06/2021,0.0069,66.36,C,0.0104,SE
14/06/2021,478.8099,42.82,C,1118.277,eu
13/06/2021,24.6903,25.86,C,95.4801,AT
13/06/2021,3.3114,36.79,C,9.0013,BE
13/06/2021,1.6632,28.61,C,5.8135,BG
13/06/2021,2.2704,43.52,C,5.2164,HR
13/06/2021,14.0015,38.9,C,35.9915,CZ
13/06/2021,3.8045,37.74,C,10.08,DK
13/06/2021,55.5393,43.23,C,128.4642,FR
13/06/2021,87.3781,36.07,C,242.2533,DE
13/06/2021,42.3362,60.61,C,69.8514,HU
13/06/2021,122.205,61.8,C,197.7337,IT
13/06/2021,9.2197,39.07,C,23.6,LV
13/06/2021,35.9242,24.67,C,145.6387,NL
13/06/2021,20.1498,56.3,C,35.7879,PL
13/06/2021,2.4118,67.56,C,3.57,PT
13/06/2021,9.5865,29.06,C,32.9906,RO
13/06/2021,17.9356,42.15,C,42.5476,SK
13/06/2021,22.4191,65.46,C,34.248,ES
13/06/2021,0.0069,66.36,C,0.0104,SE
13/06/2021,474.8534,42.46,C,1118.2785,eu
12/06/2021,24.2243,25.37,C,95.4801,AT
12/06/2021,3.2436,36.03,C,9.0013,BE
12/06/2021,1.6319,28.07,C,5.8135,BG
12/06/2021,2.234,42.83,C,5.2164,HR
12/06/2021,13.72,38.12,C,35.9915,CZ
12/06/2021,3.7727,37.43,C,10.08,DK
12/06/2021,54.734,42.61,C,128.4642,FR
12/06/2021,86.3485,35.64,C,242.2533,DE
12/06/2021,42.1113,60.29,C,69.8514,HU
12/06/2021,121.3886,61.39,C,197.7337,IT
12/06/2021,9.0931,38.53,C,23.6,LV
12/06/2021,35.3728,24.29,C,145.6387,NL
12/06/2021,20.0231,55.95,C,35.7879,PL
12/06/2021,2.3839,66.78,C,3.57,PT
12/06/2021,9.4167,28.54,C,32.9906,RO
12/06/2021,17.7369,41.69,C,42.5476,SK
12/06/2021,22.3227,65.18,C,34.248,ES
12/06/2021,0.0069,66.36,C,0.0104,SE
12/06/2021,469.7651,42.01,C,1118.2785,eu
11/06/2021,23.7498,24.87,C,95.4801,AT
11/06/2021,3.1834,35.37,C,9.0013,BE
11/06/2021,1.6007,27.53,C,5.8135,BG
11/06/2021,2.2079,42.33,C,5.2164,HR
11/06/2021,13.5343,37.6,C,35.9915,CZ
11/06/2021,3.7388,37.09,C,10.08,DK
11/06/2021,53.9367,41.99,C,128.4642,FR
11/06/2021,85.3578,35.23,C,242.2533,DE
11/06/2021,41.9004,59.99,C,69.8514,HU
11/06/2021,120.5735,60.98,C,197.7337,IT
11/06/2021,8.9698,38.01,C,23.6,LV
11/06/2021,34.903,23.97,C,145.6387,NL
11/06/2021,19.8944,55.59,C,35.7879,PL
11/06/2021,2.3585,66.06,C,3.57,PT
11/06/2021,9.2523,28.05,C,32.9906,RO
11/06/2021,17.5202,41.18,C,42.5476,SK
11/06/2021,22.2504,64.97,C,34.248,ES
11/06/2021,0.0069,66.36,C,0.0104,SE
11/06/2021,464.9389,41.58,C,1118.2785,eu
10/06/2021,23.4934,24.61,C,95.4801,AT
10/06/2021,3.1507,35,C,9.0013,BE
10/06/2021,1.5694,27,C,5.8135,BG
10/06/2021,2.1827,41.84,C,5.2164,HR
10/06/2021,13.3661,37.14,C,35.9915,CZ
10/06/2021,3.7105,36.81,C,10.08,DK
10/06/2021,53.5817,41.71,C,128.4642,FR
10/06/2021,84.7257,34.97,C,242.2533,DE
10/06/2021,41.7132,59.72,C,69.8514,HU
10/06/2021,119.816,60.59,C,197.7337,IT
10/06/2021,8.8482,37.49,C,23.6,LV
10/06/2021,34.4789,23.67,C,145.6387,NL
10/06/2021,19.7828,55.28,C,35.7879,PL
10/06/2021,2.3372,65.47,C,3.57,PT
10/06/2021,9.1145,27.63,C,32.9906,RO
10/06/2021,17.3388,40.75,C,42.5476,SK
10/06/2021,22.2026,64.83,C,34.248,ES
10/06/2021,0.0069,66.33,C,0.0104,SE
10/06/2021,461.4195,41.26,C,1118.2785,eu
09/06/2021,23.2541,24.35,C,95.4801,AT
09/06/2021,3.1107,34.56,C,9.0013,BE
09/06/2021,1.5385,26.46,C,5.8135,BG
09/06/2021,2.1585,41.38,C,5.2164,HR
09/06/2021,13.1908,36.65,C,35.9915,CZ
09/06/2021,3.6818,36.53,C,10.08,DK
09/06/2021,53.3749,41.55,C,128.4642,FR
09/06/2021,84.1503,34.74,C,242.2533,DE
09/06/2021,41.5259,59.45,C,69.8514,HU
09/06/2021,119.0942,60.23,C,197.7337,IT
09/06/2021,8.7674,37.15,C,23.6,LV
09/06/2021,34.0418,23.37,C,145.6387,NL
09/06/2021,19.6139,54.81,C,35.7879,PL
09/06/2021,2.3182,64.93,C,3.57,PT
09/06/2021,8.9956,27.27,C,32.9906,RO
09/06/2021,17.1966,40.42,C,42.5476,SK
09/06/2021,22.1747,64.75,C,34.248,ES
09/06/2021,0.0069,66.33,C,0.0104,SE
09/06/2021,458.1949,40.97,C,1118.2785,eu
08/06/2021,23.0957,24.19,C,95.4801,AT
08/06/2021,3.0879,34.31,C,9.0013,BE
08/06/2021,1.5074,25.93,C,5.8135,BG
08/06/2021,2.1338,40.91,C,5.2164,HR
08/06/2021,13.0614,36.29,C,35.9915,CZ
08/06/2021,3.6573,36.28,C,10.08,DK
08/06/2021,53.1719,41.39,C,128.4642,FR
08/06/2021,83.7815,34.58,C,242.2533,DE
08/06/2021,41.3469,59.19,C,69.8514,HU
08/06/2021,118.4804,59.92,C,197.7337,IT
08/06/2021,8.7458,37.06,C,23.6,LV
08/06/2021,33.7162,23.15,C,145.6387,NL
08/06/2021,19.4436,54.33,C,35.7879,PL
08/06/2021,2.3076,64.64,C,3.57,PT
08/06/2021,8.8666,26.88,C,32.9906,RO
08/06/2021,17.0887,40.16,C,42.5476,SK
08/06/2021,22.1453,64.66,C,34.248,ES
08/06/2021,0.0069,66.33,C,0.0104,SE
08/06/2021,455.645,40.75,C,1118.2785,eu
07/06/2021,22.8438,23.93,C,95.4801,AT
07/06/2021,3.0448,33.83,C,9.0013,BE
07/06/2021,1.4779,25.42,C,5.8135,BG
07/06/2021,2.1092,40.43,C,5.2164,HR
07/06/2021,12.923,35.91,C,35.9915,CZ
07/06/2021,3.6196,35.91,C,10.08,DK
07/06/2021,52.7261,41.04,C,128.4642,FR
07/06/2021,83.1137,34.31,C,242.2533,DE
07/06/2021,41.1656,58.93,C,69.8514,HU
07/06/2021,117.8281,59.59,C,197.7337,IT
07/06/2021,8.7458,37.06,C,23.6,LV
07/06/2021,33.2278,22.82,C,145.6387,NL
07/06/2021,19.2696,53.84,C,35.7879,PL
07/06/2021,2.2954,64.3,C,3.57,PT
07/06/2021,8.7534,26.53,C,32.9906,RO
07/06/2021,16.9415,39.82,C,42.5476,SK
07/06/2021,22.1149,64.57,C,34.248,ES
07/06/2021,0.0069,66.33,C,0.0104,SE
07/06/2021,452.2073,40.44,C,1118.2785,eu
06/06/2021,22.5603,23.63,C,95.4801,AT
06/06/2021,2.9831,33.14,C,9.0013,BE
06/06/2021,1.4469,24.89,C,5.8135,BG
06/06/2021,2.0835,39.94,C,5.2164,HR
06/06/2021,12.7636,35.46,C,35.9915,CZ
06/06/2021,3.5911,35.63,C,10.08,DK
06/06/2021,52.229,40.66,C,128.4642,FR
06/06/2021,82.3416,33.99,C,242.2494,DE
06/06/2021,40.9872,58.68,C,69.8514,HU
06/06/2021,117.1878,59.27,C,197.7337,IT
06/06/2021,8.7458,37.06,C,23.6,LV
06/06/2021,32.8255,22.54,C,145.6387,NL
06/06/2021,19.0892,53.34,C,35.7879,PL
06/06/2021,2.27,63.58,C,3.57,PT
06/06/2021,8.6417,26.19,C,32.9906,RO
06/06/2021,16.8358,39.57,C,42.5476,SK
06/06/2021,22.0851,64.49,C,34.248,ES
06/06/2021,0.0069,66.33,C,0.0104,SE
06/06/2021,448.6742,40.12,C,1118.2746,eu
05/06/2021,22.1922,23.24,C,95.4801,AT
05/06/2021,2.9308,32.56,C,9.0013,BE
05/06/2021,1.4159,24.36,C,5.8135,BG
05/06/2021,2.0498,39.29,C,5.2164,HR
05/06/2021,12.5843,34.96,C,35.9915,CZ
05/06/2021,3.568,35.4,C,10.08,DK
05/06/2021,51.4275,40.03,C,128.4642,FR
05/06/2021,81.0739,33.47,C,242.2494,DE
05/06/2021,40.7919,58.4,C,69.8514,HU
05/06/2021,116.3728,58.85,C,197.7337,IT
05/06/2021,8.7458,37.06,C,23.6,LV
05/06/2021,32.3346,22.2,C,145.6387,NL
05/06/2021,18.9098,52.84,C,35.7879,PL
05/06/2021,2.2425,62.81,C,3.57,PT
05/06/2021,8.4604,25.64,C,32.9906,RO
05/06/2021,16.6395,39.11,C,42.5476,SK
05/06/2021,22.0621,64.42,C,34.248,ES
05/06/2021,0.0069,66.33,C,0.0104,SE
05/06/2021,443.8085,39.69,C,1118.2746,eu
04/06/2021,21.8244,22.86,C,95.4801,AT
04/06/2021,2.8717,31.9,C,9.0013,BE
04/06/2021,1.385,23.82,C,5.8135,BG
04/06/2021,2.021,38.74,C,5.2164,HR
04/06/2021,12.4058,34.47,C,35.9915,CZ
04/06/2021,3.5463,35.18,C,10.08,DK
04/06/2021,50.6518,39.43,C,128.4642,FR
04/06/2021,79.756,32.92,C,242.2494,DE
04/06/2021,40.5964,58.12,C,69.8514,HU
04/06/2021,115.6692,58.5,C,197.7337,IT
04/06/2021,8.7458,37.06,C,23.6,LV
04/06/2021,31.8274,21.85,C,145.6387,NL
04/06/2021,18.7261,52.33,C,35.7879,PL
