dates,values,% full,status,Max Storage,country
03/10/2017,99.248,73.54,C,134.9642,FR
03/10/2017,212.2126,87.5,C,242.5227,DE
03/10/2017,48.5223,71.96,C,67.4258,HU
03/10/2017,182.377,94.53,C,192.9391,IT
03/10/2017,12.4773,51.52,C,24.219,LV
03/10/2017,123.8974,93.99,C,131.8173,NL
03/10/2017,32.6051,98.2,C,33.2012,PL
03/10/2017,2.3701,66.39,C,3.57,PT
03/10/2017,22.8371,67.28,C,33.9437,RO
03/10/2017,32.0485,87.26,C,36.7278,SK
03/10/2017,23.746,75.1,C,31.6188,ES
03/10/2017,0.0076,7.28,C,0.105,SE
03/10/2017,5.6846,61.89,C,9.1854,GB
03/10/2017,934.0941,84.88,C,1100.5296,eu
02/10/2017,76.265,83.11,C,91.7617,AT
02/10/2017,6.8695,76.32,C,9.0013,BE
02/10/2017,4.7471,75.71,C,6.27,BG
02/10/2017,5.0248,89.65,C,5.6049,HR
02/10/2017,33.0882,94.99,C,34.8316,CZ
02/10/2017,9.8637,91.16,C,10.82,DK
02/10/2017,99.0297,73.37,C,134.9642,FR
02/10/2017,211.1956,87.08,C,242.5227,DE
02/10/2017,48.4972,71.93,C,67.4258,HU
02/10/2017,182.191,94.43,C,192.9391,IT
02/10/2017,12.3011,50.79,C,24.219,LV
02/10/2017,123.7688,93.89,C,131.8173,NL
02/10/2017,32.6006,98.19,C,33.2012,PL
02/10/2017,2.4003,67.23,C,3.57,PT
02/10/2017,22.782,67.12,C,33.9437,RO
02/10/2017,32.0989,87.4,C,36.7278,SK
02/10/2017,23.7169,75.01,C,31.6188,ES
02/10/2017,0.0076,7.28,C,0.105,SE
02/10/2017,5.4371,59.19,E,9.1854,GB
02/10/2017,931.8851,84.68,E,1100.5296,eu
01/10/2017,76.0681,82.9,C,91.7617,AT
01/10/2017,6.8486,76.08,C,9.0013,BE
01/10/2017,4.7471,75.71,C,6.27,BG
01/10/2017,5.0183,89.53,C,5.6049,HR
01/10/2017,33.0417,94.86,C,34.8316,CZ
01/10/2017,9.8446,90.99,C,10.82,DK
01/10/2017,98.8286,73.23,C,134.9642,FR
01/10/2017,210.0939,86.69,C,242.3455,DE
01/10/2017,48.4404,71.84,C,67.4258,HU
01/10/2017,181.9412,94.3,C,192.9391,IT
01/10/2017,12.1215,50.05,C,24.219,LV
01/10/2017,123.5751,93.75,C,131.8173,NL
01/10/2017,32.5845,98.14,C,33.2012,PL
01/10/2017,1.8943,53.06,C,3.57,PT
01/10/2017,22.7453,67.01,C,33.9437,RO
01/10/2017,32.0228,87.19,C,36.7278,SK
01/10/2017,23.6916,74.93,C,31.6188,ES
01/10/2017,0.0076,7.28,C,0.105,SE
01/10/2017,4.8851,53.18,C,9.1854,GB
01/10/2017,928.4003,84.37,C,1100.3524,eu
30/09/2017,75.6985,82.49,C,91.7617,AT
30/09/2017,6.8238,75.81,C,9.0013,BE
30/09/2017,4.7471,75.71,C,6.27,BG
30/09/2017,5.0051,89.3,C,5.6049,HR
30/09/2017,32.9904,94.71,C,34.8316,CZ
30/09/2017,9.8215,90.77,C,10.82,DK
30/09/2017,98.5678,73.03,C,134.9642,FR
30/09/2017,208.6083,85.99,C,242.5909,DE
30/09/2017,48.3681,72.06,C,67.1254,HU
30/09/2017,181.4597,94.05,E,192.9391,IT
30/09/2017,11.9476,49.33,C,24.219,LV
30/09/2017,123.4363,93.64,C,131.8173,NL
30/09/2017,32.5316,97.98,C,33.2012,PL
30/09/2017,2.4003,67.23,C,3.57,PT
30/09/2017,22.7019,66.88,C,33.9437,RO
30/09/2017,31.9087,86.88,C,36.7278,SK
30/09/2017,23.6761,74.88,C,31.6188,ES
30/09/2017,0.0076,7.28,C,0.105,SE
30/09/2017,4.3056,46.87,C,9.1854,GB
30/09/2017,925.006,84.07,E,1100.2974,eu
29/09/2017,75.3305,82.09,C,91.7617,AT
29/09/2017,6.7847,75.37,C,9.0013,BE
29/09/2017,5.0465,80.49,C,6.27,BG
29/09/2017,5.0062,89.32,C,5.6049,HR
29/09/2017,32.8704,94.37,C,34.8316,CZ
29/09/2017,9.7986,90.56,C,10.82,DK
29/09/2017,98.1797,72.75,C,134.9642,FR
29/09/2017,207.3001,85.45,C,242.5909,DE
29/09/2017,48.121,71.69,C,67.1254,HU
29/09/2017,181.2729,93.95,C,192.9391,IT
29/09/2017,11.8034,48.74,C,24.219,LV
29/09/2017,123.2715,93.52,C,131.8173,NL
29/09/2017,32.4425,97.71,C,33.2012,PL
29/09/2017,2.4003,67.23,C,3.57,PT
29/09/2017,22.6458,66.72,C,33.9437,RO
29/09/2017,31.7149,86.35,C,36.7278,SK
29/09/2017,23.6614,74.83,C,31.6188,ES
29/09/2017,0.0076,7.28,C,0.105,SE
29/09/2017,4.0424,44.01,C,9.1854,GB
29/09/2017,921.7005,83.77,C,1100.2974,eu
28/09/2017,75.032,81.77,C,91.7617,AT
28/09/2017,6.756,75.06,C,9.0013,BE
28/09/2017,5.03,80.22,C,6.27,BG
28/09/2017,5.0298,89.74,C,5.6049,HR
28/09/2017,32.7598,94.05,C,34.8316,CZ
28/09/2017,9.7795,90.38,C,10.82,DK
28/09/2017,97.9134,72.55,C,134.9642,FR
28/09/2017,206.6424,85.18,C,242.5909,DE
28/09/2017,47.874,71.32,C,67.1254,HU
28/09/2017,181.1222,93.88,C,192.9391,IT
28/09/2017,11.6349,48.04,C,24.219,LV
28/09/2017,122.9148,93.25,C,131.8173,NL
28/09/2017,32.3535,97.45,C,33.2012,PL
28/09/2017,2.4563,68.8,C,3.57,PT
28/09/2017,22.5792,66.52,C,33.9437,RO
28/09/2017,31.5255,85.84,C,36.7278,SK
28/09/2017,23.652,74.8,C,31.6188,ES
28/09/2017,0.0076,7.28,C,0.105,SE
28/09/2017,3.7994,41.36,C,9.1854,GB
28/09/2017,918.8623,83.51,C,1100.2974,eu
27/09/2017,74.6627,81.37,C,91.7617,AT
27/09/2017,6.7471,74.96,C,9.0013,BE
27/09/2017,5.0134,79.96,C,6.27,BG
27/09/2017,5.0668,90.4,C,5.6049,HR
27/09/2017,32.6543,93.75,C,34.8316,CZ
27/09/2017,9.7688,90.29,C,10.82,DK
27/09/2017,97.7348,72.42,C,134.9642,FR
27/09/2017,206.1008,84.96,C,242.5909,DE
27/09/2017,47.6275,70.95,C,67.1254,HU
27/09/2017,181.1122,93.87,C,192.9391,IT
27/09/2017,11.4497,47.28,C,24.219,LV
27/09/2017,122.5278,92.95,C,131.8173,NL
27/09/2017,32.2239,97.06,C,33.2012,PL
27/09/2017,2.5116,70.35,C,3.57,PT
27/09/2017,22.5063,66.3,C,33.9437,RO
27/09/2017,31.29,85.19,C,36.7278,SK
27/09/2017,23.652,74.8,C,31.6188,ES
27/09/2017,0.0076,7.28,C,0.105,SE
27/09/2017,3.7903,41.26,C,9.1854,GB
27/09/2017,916.4476,83.29,C,1100.2974,eu
26/09/2017,74.3654,81.04,C,91.7617,AT
26/09/2017,6.7384,74.86,C,9.0013,BE
26/09/2017,4.992,79.62,C,6.27,BG
26/09/2017,5.099,90.97,C,5.6049,HR
26/09/2017,32.5401,93.42,C,34.8316,CZ
26/09/2017,9.7977,90.55,C,10.82,DK
26/09/2017,97.5897,72.31,C,134.9642,FR
26/09/2017,205.7576,84.82,C,242.5909,DE
26/09/2017,47.3759,70.58,C,67.1254,HU
26/09/2017,181.2115,93.92,C,192.9391,IT
26/09/2017,11.2621,46.5,C,24.219,LV
26/09/2017,122.2276,92.73,C,131.8173,NL
26/09/2017,32.1131,96.72,C,33.2012,PL
26/09/2017,2.5702,71.99,C,3.57,PT
26/09/2017,22.4205,66.05,C,33.9437,RO
26/09/2017,31.0872,84.64,C,36.7278,SK
26/09/2017,23.652,74.8,C,31.6188,ES
26/09/2017,0.0076,7.28,C,0.105,SE
26/09/2017,3.8554,41.97,C,9.1854,GB
26/09/2017,914.663,83.13,C,1100.2974,eu
25/09/2017,74.0125,80.66,C,91.7617,AT
25/09/2017,6.7104,74.55,C,9.0013,BE
25/09/2017,4.9704,79.27,C,6.27,BG
25/09/2017,5.139,91.69,C,5.6049,HR
25/09/2017,32.447,93.15,C,34.8316,CZ
25/09/2017,9.7755,90.35,C,10.82,DK
25/09/2017,97.4958,72.24,C,134.9642,FR
25/09/2017,205.2105,84.59,C,242.5909,DE
25/09/2017,47.1453,70.23,C,67.1254,HU
25/09/2017,181.3031,93.97,C,192.9391,IT
25/09/2017,11.0743,45.73,C,24.219,LV
25/09/2017,121.8521,92.34,C,131.9594,NL
25/09/2017,31.9999,96.38,C,33.2012,PL
25/09/2017,2.6188,73.35,C,3.57,PT
25/09/2017,22.3337,65.8,C,33.9437,RO
25/09/2017,30.8414,83.97,C,36.7278,SK
25/09/2017,23.652,74.8,C,31.6188,ES
25/09/2017,0.0076,7.28,C,0.105,SE
25/09/2017,3.8718,42.15,C,9.1854,GB
25/09/2017,912.4609,82.92,C,1100.4395,eu
24/09/2017,73.6996,80.32,C,91.7617,AT
24/09/2017,6.7299,74.77,C,9.0013,BE
24/09/2017,4.949,78.93,C,6.27,BG
24/09/2017,5.1771,92.37,C,5.6049,HR
24/09/2017,32.4384,93.13,C,34.8316,CZ
24/09/2017,9.7416,90.03,C,10.82,DK
24/09/2017,97.5325,72.27,C,134.9642,FR
24/09/2017,204.7295,84.42,C,242.5005,DE
24/09/2017,46.9079,69.88,C,67.1254,HU
24/09/2017,181.3358,93.99,C,192.9391,IT
24/09/2017,10.8876,44.95,C,24.219,LV
24/09/2017,121.5913,92.14,C,131.9594,NL
24/09/2017,31.8955,96.07,C,33.2012,PL
24/09/2017,2.6188,73.35,C,3.57,PT
24/09/2017,22.2397,65.52,C,33.9437,RO
24/09/2017,30.6073,83.34,C,36.7278,SK
24/09/2017,23.6345,74.75,C,31.6188,ES
24/09/2017,0.0076,7.28,C,0.105,SE
24/09/2017,3.9962,43.51,C,9.1854,GB
24/09/2017,910.7196,82.77,C,1100.3491,eu
23/09/2017,73.3124,79.89,C,91.7617,AT
23/09/2017,6.7012,74.45,C,9.0013,BE
23/09/2017,4.9276,78.59,C,6.27,BG
23/09/2017,5.157,92.01,C,5.6049,HR
23/09/2017,32.3531,92.88,C,34.8316,CZ
23/09/2017,9.7009,89.66,C,10.82,DK
23/09/2017,97.2797,72.08,C,134.9642,FR
23/09/2017,203.7406,84.02,C,242.5005,DE
23/09/2017,46.6694,69.53,C,67.1254,HU
23/09/2017,181.0271,93.83,C,192.9391,IT
23/09/2017,10.6996,44.18,C,24.219,LV
23/09/2017,121.0828,91.76,C,131.9594,NL
23/09/2017,31.7441,95.61,C,33.2012,PL
23/09/2017,2.6188,73.35,C,3.57,PT
23/09/2017,22.1265,65.19,C,33.9437,RO
23/09/2017,30.4062,82.79,C,36.7278,SK
23/09/2017,23.5962,74.63,C,31.6188,ES
23/09/2017,0.0076,7.28,C,0.105,SE
23/09/2017,3.7476,40.8,C,9.1854,GB
23/09/2017,906.8985,82.42,C,1100.3491,eu
22/09/2017,72.9206,79.47,C,91.7617,AT
22/09/2017,6.6835,74.25,C,9.0013,BE
22/09/2017,4.9063,78.25,C,6.27,BG
22/09/2017,5.1364,91.64,C,5.6049,HR
22/09/2017,32.2623,92.62,C,34.8316,CZ
22/09/2017,9.662,89.3,C,10.82,DK
22/09/2017,97.0731,71.93,C,134.9642,FR
22/09/2017,202.7877,83.62,C,242.5005,DE
22/09/2017,46.435,69.18,C,67.1254,HU
22/09/2017,180.8508,93.73,C,192.9391,IT
22/09/2017,10.5135,43.41,C,24.219,LV
22/09/2017,120.611,91.4,C,131.9594,NL
22/09/2017,31.6098,95.21,C,33.2012,PL
22/09/2017,2.6188,73.35,C,3.57,PT
22/09/2017,22.0296,64.9,C,33.9437,RO
22/09/2017,30.1984,82.22,C,36.7278,SK
22/09/2017,23.5583,74.51,C,31.6188,ES
22/09/2017,0.0076,7.28,C,0.105,SE
22/09/2017,3.491,38.01,C,9.1854,GB
22/09/2017,903.3557,82.1,C,1100.3491,eu
21/09/2017,72.6211,79.14,C,91.7617,AT
21/09/2017,6.7093,74.54,C,9.0013,BE
21/09/2017,4.8848,77.91,C,6.27,BG
21/09/2017,5.1291,91.51,C,5.6049,HR
21/09/2017,32.2217,92.51,C,34.8316,CZ
21/09/2017,9.6385,89.08,C,10.82,DK
21/09/2017,97.0424,71.9,C,134.9642,FR
21/09/2017,202.4768,83.5,C,242.5005,DE
21/09/2017,46.1956,68.82,C,67.1254,HU
21/09/2017,180.4587,93.53,C,192.9391,IT
21/09/2017,10.333,42.66,C,24.219,LV
21/09/2017,120.3392,91.19,C,131.9594,NL
21/09/2017,31.4776,94.81,C,33.2012,PL
21/09/2017,2.6188,73.35,C,3.57,PT
21/09/2017,21.9387,64.63,E,33.9437,RO
21/09/2017,30.0957,81.94,C,36.7278,SK
21/09/2017,23.5209,74.39,C,31.6188,ES
21/09/2017,0.0076,7.28,C,0.105,SE
21/09/2017,3.506,38.17,C,9.1854,GB
21/09/2017,901.2157,81.9,E,1100.3491,eu
20/09/2017,72.3563,78.85,C,91.7617,AT
20/09/2017,6.722,74.68,C,9.0013,BE
20/09/2017,4.8633,77.56,C,6.27,BG
20/09/2017,5.1239,91.42,C,5.6049,HR
20/09/2017,32.1722,92.37,C,34.8316,CZ
20/09/2017,9.6419,89.11,C,10.82,DK
20/09/2017,96.9722,71.85,C,134.9642,FR
20/09/2017,202.6981,83.59,C,242.5005,DE
20/09/2017,45.9816,68.5,C,67.1254,HU
20/09/2017,180.1818,93.39,C,192.9391,IT
20/09/2017,10.1609,41.95,C,24.219,LV
20/09/2017,125.848,95.37,C,131.9594,NL
20/09/2017,31.3646,94.47,C,33.2012,PL
20/09/2017,2.6689,74.76,C,3.57,PT
20/09/2017,21.8411,64.35,C,33.9437,RO
20/09/2017,30.0417,81.8,C,36.7278,SK
20/09/2017,23.4849,74.28,C,31.6188,ES
20/09/2017,0.0076,7.28,C,0.105,SE
20/09/2017,3.8096,41.47,C,9.1854,GB
20/09/2017,905.9407,82.33,C,1100.3491,eu
19/09/2017,72.1976,78.68,C,91.7617,AT
19/09/2017,6.7468,74.95,C,9.0013,BE
19/09/2017,4.842,77.22,C,6.27,BG
19/09/2017,5.116,91.28,C,5.6049,HR
19/09/2017,32.1376,92.27,C,34.8316,CZ
19/09/2017,9.6493,89.18,C,10.82,DK
19/09/2017,96.8881,71.79,C,134.9642,FR
19/09/2017,202.8973,83.67,C,242.5005,DE
19/09/2017,45.7464,68.15,C,67.1254,HU
19/09/2017,179.8401,93.21,C,192.9391,IT
19/09/2017,10.0091,41.33,C,24.219,LV
19/09/2017,125.7835,95.32,C,131.9594,NL
19/09/2017,31.2417,94.1,C,33.2012,PL
19/09/2017,2.7143,76.03,C,3.57,PT
19/09/2017,21.7417,64.05,C,33.9437,RO
19/09/2017,29.9758,81.62,C,36.7278,SK
19/09/2017,23.4484,74.16,C,31.6188,ES
19/09/2017,0.0076,7.28,C,0.105,SE
19/09/2017,4.0089,43.64,C,9.1854,GB
19/09/2017,904.9921,82.25,C,1100.3491,eu
18/09/2017,71.8921,78.35,C,91.7617,AT
18/09/2017,6.7453,74.94,C,9.0013,BE
18/09/2017,4.8207,76.89,C,6.27,BG
18/09/2017,5.106,91.1,C,5.6049,HR
18/09/2017,32.0998,92.16,C,34.8316,CZ
18/09/2017,9.661,89.29,C,10.82,DK
18/09/2017,96.8586,71.77,C,134.9642,FR
18/09/2017,203.4529,83.9,C,242.5005,DE
18/09/2017,45.4888,67.77,C,67.1254,HU
18/09/2017,179.4358,93,C,192.9391,IT
18/09/2017,9.8624,40.72,C,24.219,LV
18/09/2017,125.7834,95.32,C,131.9594,NL
18/09/2017,31.1257,93.75,C,33.2012,PL
18/09/2017,2.7143,76.03,C,3.57,PT
18/09/2017,21.6435,63.76,C,33.9437,RO
18/09/2017,29.9086,81.43,C,36.7278,SK
18/09/2017,23.4121,74.04,C,31.6188,ES
18/09/2017,0.0076,7.28,C,0.105,SE
18/09/2017,4.2338,46.09,C,9.1854,GB
18/09/2017,904.2527,82.18,C,1100.3491,eu
17/09/2017,71.5421,77.97,C,91.7617,AT
17/09/2017,6.7674,75.18,C,9.0013,BE
17/09/2017,4.8052,76.64,C,6.27,BG
17/09/2017,5.0921,90.85,C,5.6049,HR
17/09/2017,32.0568,92.03,C,34.8316,CZ
17/09/2017,9.6455,89.14,C,10.82,DK
17/09/2017,96.9403,71.83,C,134.9642,FR
17/09/2017,203.8418,84.06,E,242.4847,DE
17/09/2017,45.2543,67.42,C,67.1254,HU
17/09/2017,179.0813,92.82,C,192.9391,IT
17/09/2017,9.7217,40.14,C,24.219,LV
17/09/2017,125.7831,95.32,C,131.9594,NL
17/09/2017,31.0203,93.43,C,33.2012,PL
17/09/2017,2.7143,76.03,C,3.57,PT
17/09/2017,21.5413,63.46,C,33.9437,RO
17/09/2017,29.7727,81.06,C,36.7278,SK
17/09/2017,23.3762,73.93,C,31.6188,ES
17/09/2017,0.0076,7.28,C,0.105,SE
17/09/2017,4.6818,50.97,C,9.1854,GB
17/09/2017,903.6459,82.12,E,1100.3333,eu
16/09/2017,71.0026,77.38,C,91.7617,AT
16/09/2017,6.7382,74.86,C,9.0013,BE
16/09/2017,4.7898,76.39,C,6.27,BG
16/09/2017,5.0644,90.36,C,5.6049,HR
16/09/2017,31.9903,91.84,C,34.8316,CZ
16/09/2017,9.6114,88.83,C,10.82,DK
16/09/2017,96.7993,71.72,C,134.9642,FR
16/09/2017,203.7529,84.03,C,242.4847,DE
16/09/2017,45.0198,67.07,C,67.1254,HU
16/09/2017,178.5589,92.55,C,192.9391,IT
16/09/2017,9.5737,39.53,C,24.219,LV
16/09/2017,125.3972,95.03,C,131.9594,NL
16/09/2017,30.8785,93,C,33.2012,PL
16/09/2017,2.7008,75.65,C,3.57,PT
16/09/2017,21.426,63.12,C,33.9437,RO
16/09/2017,29.5668,80.5,C,36.7278,SK
16/09/2017,23.337,73.81,C,31.6188,ES
16/09/2017,0.0076,7.28,C,0.105,SE
16/09/2017,5.0593,55.08,C,9.1854,GB
16/09/2017,901.2746,81.91,C,1100.3333,eu
15/09/2017,70.4637,76.79,C,91.7617,AT
15/09/2017,6.7165,74.62,C,9.0013,BE
15/09/2017,4.774,76.14,C,6.27,BG
15/09/2017,5.0361,89.85,C,5.6049,HR
15/09/2017,31.9139,91.62,C,34.8316,CZ
15/09/2017,9.5749,88.49,C,10.82,DK
15/09/2017,96.6278,71.6,C,134.9642,FR
15/09/2017,203.6709,83.99,C,242.4847,DE
15/09/2017,44.7703,66.7,C,67.1254,HU
15/09/2017,178.0407,92.28,C,192.9391,IT
15/09/2017,9.4254,38.92,C,24.219,LV
15/09/2017,125.0297,94.75,C,131.9594,NL
15/09/2017,30.7439,92.6,C,33.2012,PL
15/09/2017,2.6775,75,C,3.57,PT
15/09/2017,21.3175,62.8,C,33.9437,RO
15/09/2017,29.3582,79.93,C,36.7278,SK
15/09/2017,23.2969,73.68,C,31.6188,ES
15/09/2017,0.0076,7.28,C,0.105,SE
15/09/2017,5.3778,58.55,C,9.1854,GB
15/09/2017,898.8232,81.69,C,1100.3333,eu
14/09/2017,70.0847,76.38,C,91.7617,AT
14/09/2017,6.7239,74.7,C,9.0013,BE
14/09/2017,4.7526,75.8,C,6.27,BG
14/09/2017,5.0158,89.49,C,5.6049,HR
14/09/2017,31.8492,91.44,C,34.8316,CZ
14/09/2017,9.5556,88.31,C,10.82,DK
14/09/2017,96.6739,71.63,C,134.9642,FR
14/09/2017,203.8617,84.1,C,242.3915,DE
14/09/2017,44.5162,66.32,C,67.1254,HU
14/09/2017,177.6511,92.08,C,192.9391,IT
14/09/2017,9.2797,38.32,C,24.219,LV
14/09/2017,124.9245,94.67,C,131.9594,NL
14/09/2017,30.6218,92.23,C,33.2012,PL
14/09/2017,2.6534,74.33,C,3.57,PT
14/09/2017,21.2102,62.49,C,33.9437,RO
14/09/2017,29.1691,79.42,C,36.7278,SK
14/09/2017,23.2588,73.56,C,31.6188,ES
14/09/2017,0.0076,7.28,C,0.105,SE
14/09/2017,5.795,63.09,C,9.1854,GB
14/09/2017,897.605,81.58,C,1100.2401,eu
13/09/2017,69.6757,75.93,C,91.7617,AT
13/09/2017,6.6999,74.43,C,9.0013,BE
13/09/2017,4.7313,75.46,C,6.27,BG
13/09/2017,4.9952,89.12,C,5.6049,HR
13/09/2017,31.7724,91.22,C,34.8316,CZ
13/09/2017,9.5292,88.07,C,10.82,DK
13/09/2017,96.6202,71.59,C,134.9642,FR
13/09/2017,203.8583,84.07,C,242.487,DE
13/09/2017,44.276,65.96,C,67.1254,HU
13/09/2017,177.2715,91.88,C,192.9391,IT
13/09/2017,9.1238,37.67,C,24.219,LV
13/09/2017,124.6334,95.87,C,129.9994,NL
13/09/2017,30.4895,91.83,C,33.2012,PL
13/09/2017,2.6288,73.64,C,3.57,PT
13/09/2017,21.1093,62.19,C,33.9437,RO
13/09/2017,28.9903,78.93,C,36.7278,SK
13/09/2017,23.2206,73.44,C,31.6188,ES
13/09/2017,0.0076,7.28,C,0.105,SE
13/09/2017,6.1453,66.9,C,9.1854,GB
13/09/2017,895.7784,81.55,C,1098.3756,eu
12/09/2017,69.2968,75.52,C,91.7617,AT
12/09/2017,6.673,74.13,C,9.0013,BE
12/09/2017,4.7099,75.12,C,6.27,BG
12/09/2017,4.9754,88.77,C,5.6049,HR
12/09/2017,31.681,90.95,C,34.8316,CZ
12/09/2017,9.4978,87.78,C,10.82,DK
12/09/2017,96.4359,71.45,C,134.9642,FR
12/09/2017,203.7932,84.04,C,242.487,DE
12/09/2017,43.9928,65.54,C,67.1254,HU
12/09/2017,176.8423,91.66,C,192.9391,IT
12/09/2017,8.9691,37.03,C,24.219,LV
12/09/2017,124.1995,95.54,C,129.9994,NL
12/09/2017,30.339,91.38,C,33.2012,PL
12/09/2017,2.6042,72.95,C,3.57,PT
12/09/2017,21.0176,61.92,C,33.9437,RO
12/09/2017,28.7991,78.41,C,36.7278,SK
12/09/2017,23.1831,73.32,C,31.6188,ES
12/09/2017,0.0076,7.28,C,0.105,SE
12/09/2017,6.6425,72.32,C,9.1854,GB
12/09/2017,893.66,81.36,C,1098.3756,eu
11/09/2017,68.8401,75.02,C,91.7617,AT
11/09/2017,6.6467,73.84,C,9.0013,BE
11/09/2017,4.6888,74.78,C,6.27,BG
11/09/2017,4.9584,88.47,C,5.6049,HR
11/09/2017,31.5763,90.65,C,34.8316,CZ
11/09/2017,9.469,87.51,C,10.82,DK
11/09/2017,96.3077,71.36,C,134.9642,FR
11/09/2017,203.6301,83.98,C,242.487,DE
11/09/2017,43.7029,65.11,C,67.1254,HU
11/09/2017,176.3192,91.39,E,192.9391,IT
11/09/2017,8.8267,36.45,C,24.219,LV
11/09/2017,123.8009,95.23,C,129.9994,NL
11/09/2017,30.1879,90.92,C,33.2012,PL
11/09/2017,2.5801,72.27,C,3.57,PT
11/09/2017,20.9157,61.62,C,33.9437,RO
11/09/2017,28.6038,77.88,C,36.7278,SK
11/09/2017,23.1465,73.21,C,31.6188,ES
11/09/2017,0.0076,7.28,C,0.105,SE
11/09/2017,7.0851,77.13,C,9.1854,GB
11/09/2017,891.2935,81.15,E,1098.3756,eu
10/09/2017,68.3747,74.51,C,91.7617,AT
10/09/2017,6.6201,73.55,C,9.0013,BE
10/09/2017,4.6676,74.44,C,6.27,BG
10/09/2017,4.935,88.05,C,5.6049,HR
10/09/2017,31.4689,90.35,C,34.8316,CZ
10/09/2017,9.423,87.09,C,10.82,DK
10/09/2017,96.2064,71.28,C,134.9642,FR
10/09/2017,203.4874,83.9,C,242.533,DE
10/09/2017,43.4111,64.67,C,67.1254,HU
10/09/2017,175.7491,91.09,C,192.9391,IT
10/09/2017,8.6875,35.87,C,24.219,LV
10/09/2017,123.3557,94.89,C,129.9994,NL
10/09/2017,30.0309,90.45,C,33.2012,PL
10/09/2017,2.5561,71.6,C,3.57,PT
10/09/2017,20.8097,61.31,C,33.9437,RO
10/09/2017,28.4033,77.33,C,36.7278,SK
10/09/2017,23.1172,73.11,C,31.6188,ES
10/09/2017,0.0076,7.28,C,0.105,SE
10/09/2017,7.1931,78.31,C,9.1854,GB
10/09/2017,888.5042,80.89,C,1098.4216,eu
09/09/2017,67.8068,73.89,C,91.7617,AT
09/09/2017,6.5903,73.21,C,9.0013,BE
09/09/2017,4.6463,74.1,C,6.27,BG
09/09/2017,4.9039,87.49,C,5.6049,HR
09/09/2017,31.3448,89.99,C,34.8316,CZ
09/09/2017,9.3621,86.53,C,10.82,DK
09/09/2017,95.9457,71.09,C,134.9642,FR
09/09/2017,202.1375,83.34,C,242.533,DE
09/09/2017,43.1014,64.21,C,67.1254,HU
09/09/2017,175.2413,90.83,C,192.9391,IT
09/09/2017,8.5515,35.31,C,24.219,LV
09/09/2017,122.645,94.34,C,129.9994,NL
09/09/2017,29.869,89.96,C,33.2012,PL
09/09/2017,2.5318,70.92,C,3.57,PT
09/09/2017,20.6822,60.93,C,33.9437,RO
09/09/2017,28.1594,76.67,C,36.7278,SK
09/09/2017,23.0961,73.05,C,31.6188,ES
09/09/2017,0.0076,7.28,C,0.105,SE
09/09/2017,7.1144,77.45,C,9.1854,GB
09/09/2017,883.7371,80.46,C,1098.4216,eu
08/09/2017,67.23,73.27,C,91.7617,AT
08/09/2017,6.5612,72.89,C,9.0013,BE
08/09/2017,4.6249,73.76,C,6.27,BG
08/09/2017,4.8742,86.96,C,5.6049,HR
08/09/2017,31.2206,89.63,C,34.8316,CZ
08/09/2017,9.3273,86.2,C,10.82,DK
08/09/2017,95.7217,70.92,C,134.9642,FR
08/09/2017,200.8996,82.83,C,242.533,DE
08/09/2017,42.7988,63.76,C,67.1254,HU
08/09/2017,174.7245,90.56,C,192.9391,IT
08/09/2017,8.4145,34.74,C,24.219,LV
08/09/2017,122.0574,93.89,C,129.9994,NL
08/09/2017,29.7376,89.57,C,33.2012,PL
08/09/2017,2.5075,70.24,C,3.57,PT
08/09/2017,20.5612,60.57,C,33.9437,RO
08/09/2017,27.9122,76,C,36.7278,SK
08/09/2017,23.0757,72.98,C,31.6188,ES
08/09/2017,0.0076,7.28,C,0.105,SE
08/09/2017,7.0837,77.12,C,9.1854,GB
08/09/2017,879.34,80.05,C,1098.4216,eu
07/09/2017,66.7296,72.72,C,91.7617,AT
07/09/2017,6.5359,72.61,C,9.0013,BE
07/09/2017,4.6034,73.42,C,6.27,BG
07/09/2017,4.8462,86.46,C,5.6049,HR
07/09/2017,31.1014,89.29,C,34.8316,CZ
07/09/2017,9.3124,86.07,C,10.82,DK
07/09/2017,95.4563,70.73,C,134.9642,FR
07/09/2017,200.0205,82.47,C,242.533,DE
07/09/2017,42.5054,63.32,C,67.1254,HU
07/09/2017,174.2501,90.31,C,192.9391,IT
07/09/2017,8.2738,34.16,C,24.219,LV
07/09/2017,121.5967,86.03,C,141.3472,NL
07/09/2017,29.6165,89.2,C,33.2012,PL
07/09/2017,2.4953,69.9,C,3.57,PT
07/09/2017,20.4534,60.26,C,33.9437,RO
07/09/2017,27.6841,75.38,C,36.7278,SK
07/09/2017,23.0554,72.92,C,31.6188,ES
07/09/2017,0.0076,7.28,C,0.105,SE
07/09/2017,7.0883,77.17,C,9.1854,GB
07/09/2017,875.6324,78.9,C,1109.7694,eu
06/09/2017,66.3196,72.27,C,91.7617,AT
06/09/2017,6.5101,72.32,C,9.0013,BE
06/09/2017,4.5827,73.09,C,6.27,BG
06/09/2017,4.8185,85.97,C,5.6049,HR
06/09/2017,30.9811,88.95,C,34.8316,CZ
06/09/2017,9.276,85.73,C,10.82,DK
06/09/2017,95.0682,70.44,C,134.9642,FR
06/09/2017,199.202,82.13,C,242.533,DE
06/09/2017,42.2011,62.87,C,67.1254,HU
